season,fixture_id,round,date,status,home_team,home_goals,away_goals,away_team
2023,1005808,Regular Season - 16,2023-07-22T21:30:00+00:00,FT,Cuiaba,2,1,Sao Paulo
2023,1005805,Regular Season - 16,2023-07-23T00:00:00+00:00,FT,Gremio,1,0,Atletico-MG
2023,1005802,Regular Season - 16,2023-07-23T19:00:00+00:00,FT,Santos,2,2,Botafogo
2023,1005804,Regular Season - 16,2023-07-23T19:00:00+00:00,FT,Cruzeiro,0,1,Goias
2023,1005803,Regular Season - 16,2023-07-23T19:00:00+00:00,FT,RB Bragantino,0,0,Internacional
2023,1005800,Regular Season - 16,2023-07-23T21:30:00+00:00,FT,Vasco DA Gama,0,2,Atletico Paranaense
2023,1005806,Regular Season - 16,2023-07-24T22:00:00+00:00,FT,Coritiba,2,0,Fluminense
2023,1005815,Regular Season - 17,2023-07-29T19:00:00+00:00,FT,Internacional,1,2,Cuiaba
2023,1005809,Regular Season - 17,2023-07-29T19:00:00+00:00,FT,Fluminense,1,0,Santos
2023,1005816,Regular Season - 17,2023-07-29T19:00:00+00:00,FT,Atletico Paranaense,3,3,Cruzeiro
2023,1005812,Regular Season - 17,2023-07-29T21:30:00+00:00,FT,Corinthians,3,1,Vasco DA Gama
2023,1005817,Regular Season - 17,2023-07-29T21:30:00+00:00,FT,Fortaleza EC,0,3,RB Bragantino
2023,1005814,Regular Season - 17,2023-07-30T00:00:00+00:00,FT,Atletico-MG,1,2,Flamengo
2023,1005811,Regular Season - 17,2023-07-30T14:00:00+00:00,FT,Sao Paulo,0,0,Bahia
2023,1005810,Regular Season - 17,2023-07-30T19:00:00+00:00,FT,Botafogo,4,1,Coritiba
2023,1005818,Regular Season - 17,2023-07-30T19:00:00+00:00,FT,America Mineiro,1,4,Palmeiras
2023,1005813,Regular Season - 17,2023-07-30T21:30:00+00:00,FT,Goias,1,1,Gremio
2023,1005822,Regular Season - 18,2023-08-05T19:00:00+00:00,FT,Santos,1,1,Atletico Paranaense
2023,1005825,Regular Season - 18,2023-08-05T21:30:00+00:00,FT,Internacional,2,2,Corinthians
2023,1005823,Regular Season - 18,2023-08-05T21:30:00+00:00,FT,Goias,1,0,Fortaleza EC
2023,1005819,Regular Season - 18,2023-08-06T00:00:00+00:00,FT,Fluminense,2,1,Palmeiras
2023,1005821,Regular Season - 18,2023-08-06T19:00:00+00:00,FT,Sao Paulo,0,2,Atletico-MG
2023,1005820,Regular Season - 18,2023-08-06T19:00:00+00:00,FT,Vasco DA Gama,1,0,Gremio
2023,1005827,Regular Season - 18,2023-08-06T21:30:00+00:00,FT,Bahia,3,1,America Mineiro
2023,1005824,Regular Season - 18,2023-08-06T21:30:00+00:00,FT,Cruzeiro,0,0,Botafogo
2023,1005826,Regular Season - 18,2023-08-06T21:30:00+00:00,FT,Coritiba,0,1,RB Bragantino
2023,1005828,Regular Season - 18,2023-08-06T23:00:00+00:00,FT,Cuiaba,3,0,Flamengo
2023,1005830,Regular Season - 19,2023-08-13T00:00:00+00:00,FT,Botafogo,3,1,Internacional
2023,1005834,Regular Season - 19,2023-08-13T14:00:00+00:00,FT,Atletico-MG,1,0,Bahia
2023,1005838,Regular Season - 19,2023-08-13T19:00:00+00:00,FT,America Mineiro,0,1,Goias
2023,1005835,Regular Season - 19,2023-08-13T19:00:00+00:00,FT,Gremio,2,1,Fluminense
2023,1005832,Regular Season - 19,2023-08-13T19:00:00+00:00,FT,Corinthians,3,1,Coritiba
2023,1005829,Regular Season - 19,2023-08-13T21:30:00+00:00,FT,Flamengo,1,1,Sao Paulo
2023,1005837,Regular Season - 19,2023-08-13T21:30:00+00:00,FT,Fortaleza EC,4,0,Santos
2023,1005831,Regular Season - 19,2023-08-14T22:00:00+00:00,FT,Palmeiras,1,0,Cruzeiro
2023,1005833,Regular Season - 19,2023-08-15T00:00:00+00:00,FT,RB Bragantino,1,1,Vasco DA Gama
2023,1005836,Regular Season - 19,2023-08-15T23:00:00+00:00,FT,Atletico Paranaense,2,0,Cuiaba
2023,1005845,Regular Season - 20,2023-08-19T19:00:00+00:00,FT,Internacional,0,1,Fortaleza EC
2023,1005841,Regular Season - 20,2023-08-19T19:00:00+00:00,FT,Sao Paulo,0,0,Botafogo
2023,1005839,Regular Season - 20,2023-08-19T21:30:00+00:00,FT,Fluminense,3,1,America Mineiro
2023,1005848,Regular Season - 20,2023-08-19T21:30:00+00:00,FT,Cuiaba,0,2,Palmeiras
2023,1005844,Regular Season - 20,2023-08-20T00:00:00+00:00,FT,Cruzeiro,1,1,Corinthians
2023,1005840,Regular Season - 20,2023-08-20T14:00:00+00:00,FT,Vasco DA Gama,1,0,Atletico-MG
2023,1005847,Regular Season - 20,2023-08-20T19:00:00+00:00,FT,Bahia,4,0,RB Bragantino
2023,1005842,Regular Season - 20,2023-08-20T19:00:00+00:00,FT,Santos,2,1,Gremio
2023,1005846,Regular Season - 20,2023-08-20T19:00:00+00:00,FT,Coritiba,2,3,Flamengo
2023,1005843,Regular Season - 20,2023-08-21T23:00:00+00:00,FT,Goias,1,1,Atletico Paranaense
2023,1005849,Regular Season - 21,2023-08-26T21:30:00+00:00,FT,Flamengo,0,0,Internacional
2023,1005852,Regular Season - 21,2023-08-27T00:00:00+00:00,FT,Corinthians,1,1,Goias
2023,1005853,Regular Season - 21,2023-08-27T14:00:00+00:00,FT,RB Bragantino,2,0,Cuiaba
2023,1005850,Regular Season - 21,2023-08-27T19:00:00+00:00,FT,Botafogo,3,0,Bahia
2023,1005858,Regular Season - 21,2023-08-27T19:00:00+00:00,FT,America Mineiro,2,1,Sao Paulo
2023,1005854,Regular Season - 21,2023-08-27T19:00:00+00:00,FT,Atletico-MG,2,0,Santos
2023,1005851,Regular Season - 21,2023-08-27T21:30:00+00:00,FT,Palmeiras,1,0,Vasco DA Gama
2023,1005856,Regular Season - 21,2023-08-27T21:30:00+00:00,FT,Atletico Paranaense,2,2,Fluminense
2023,1005857,Regular Season - 21,2023-08-27T21:30:00+00:00,FT,Fortaleza EC,3,1,Coritiba
2023,1005855,Regular Season - 21,2023-08-27T22:00:00+00:00,FT,Gremio,3,0,Cruzeiro
2023,1005866,Regular Season - 22,2023-09-02T19:00:00+00:00,FT,Atletico Paranaense,1,1,Atletico-MG
2023,1005863,Regular Season - 22,2023-09-02T19:00:00+00:00,FT,Goias,0,0,Internacional
2023,1005860,Regular Season - 22,2023-09-03T00:00:00+00:00,FT,Botafogo,1,2,Flamengo
2023,1005865,Regular Season - 22,2023-09-03T14:00:00+00:00,FT,Gremio,2,0,Cuiaba
2023,1005859,Regular Season - 22,2023-09-03T19:00:00+00:00,FT,Fluminense,1,0,Fortaleza EC
2023,1005862,Regular Season - 22,2023-09-03T19:00:00+00:00,FT,Corinthians,0,0,Palmeiras
2023,1005867,Regular Season - 22,2023-09-03T21:30:00+00:00,FT,Bahia,1,1,Vasco DA Gama
2023,1005868,Regular Season - 22,2023-09-03T21:30:00+00:00,FT,America Mineiro,2,0,Santos
2023,1005864,Regular Season - 22,2023-09-03T21:30:00+00:00,FT,Cruzeiro,0,0,RB Bragantino
2023,1005875,Regular Season - 23,2023-09-14T00:30:00+00:00,FT,Internacional,2,1,Sao Paulo
2023,1005869,Regular Season - 23,2023-09-14T00:30:00+00:00,FT,Flamengo,0,3,Atletico Paranaense
2023,1005872,Regular Season - 23,2023-09-14T22:00:00+00:00,FT,Santos,0,3,Cruzeiro
2023,1005877,Regular Season - 23,2023-09-14T22:00:00+00:00,FT,Fortaleza EC,2,1,Corinthians
2023,1005876,Regular Season - 23,2023-09-14T23:00:00+00:00,FT,Coritiba,2,4,Bahia
2023,1005873,Regular Season - 23,2023-09-15T00:30:00+00:00,FT,RB Bragantino,2,0,Gremio
2023,1005878,Regular Season - 23,2023-09-15T23:00:00+00:00,FT,Cuiaba,2,2,America Mineiro
2023,1005871,Regular Season - 23,2023-09-16T00:30:00+00:00,FT,Palmeiras,1,0,Goias
2023,1005870,Regular Season - 23,2023-09-16T19:00:00+00:00,FT,Vasco DA Gama,4,2,Fluminense
2023,1005874,Regular Season - 23,2023-09-17T00:00:00+00:00,FT,Atletico-MG,1,0,Botafogo
2023,1005887,Regular Season - 24,2023-09-18T23:00:00+00:00,FT,Bahia,1,2,Santos
2023,1005792,Regular Season - 15,2023-09-19T00:00:00+00:00,FT,Corinthians,4,4,Gremio
2023,1005888,Regular Season - 24,2023-09-20T00:30:00+00:00,FT,America Mineiro,0,2,RB Bragantino
2023,1005883,Regular Season - 24,2023-09-20T22:00:00+00:00,FT,Goias,0,0,Flamengo
2023,1005879,Regular Season - 24,2023-09-21T00:30:00+00:00,FT,Fluminense,1,0,Cruzeiro
2023,1005881,Regular Season - 24,2023-09-21T00:30:00+00:00,FT,Sao Paulo,1,2,Fortaleza EC
2023,1005880,Regular Season - 24,2023-09-21T22:00:00+00:00,FT,Vasco DA Gama,5,1,Coritiba
2023,1005886,Regular Season - 24,2023-09-21T22:30:00+00:00,FT,Atletico Paranaense,2,1,Internacional
2023,1005885,Regular Season - 24,2023-09-22T00:30:00+00:00,FT,Gremio,1,0,Palmeiras
2023,1005882,Regular Season - 24,2023-09-22T23:00:00+00:00,FT,Corinthians,1,0,Botafogo
2023,1005884,Regular Season - 24,2023-09-24T00:00:00+00:00,FT,Atletico-MG,1,0,Cuiaba
2023,1005798,Regular Season - 15,2023-09-25T23:00:00+00:00,FT,America Mineiro,0,1,Vasco DA Gama
2023,1005861,Regular Season - 22,2023-09-27T22:00:00+00:00,FT,Sao Paulo,2,1,Coritiba
2023,1005889,Regular Season - 25,2023-09-30T19:00:00+00:00,FT,Flamengo,1,0,Bahia
2023,1005897,Regular Season - 25,2023-09-30T19:00:00+00:00,FT,Fortaleza EC,1,1,Gremio
2023,1005891,Regular Season - 25,2023-09-30T21:30:00+00:00,FT,Sao Paulo,2,1,Corinthians
2023,1005898,Regular Season - 25,2023-09-30T21:30:00+00:00,FT,Cuiaba,3,0,Fluminense
2023,1005895,Regular Season - 25,2023-10-01T00:00:00+00:00,FT,Internacional,0,2,Atletico-MG
2023,1005892,Regular Season - 25,2023-10-01T19:00:00+00:00,FT,Santos,4,1,Vasco DA Gama
2023,1005894,Regular Season - 25,2023-10-01T19:00:00+00:00,FT,Cruzeiro,1,1,America Mineiro
2023,1005896,Regular Season - 25,2023-10-01T19:00:00+00:00,FT,Coritiba,2,0,Atletico Paranaense
2023,1005893,Regular Season - 25,2023-10-01T21:30:00+00:00,FT,RB Bragantino,2,1,Palmeiras
2023,1005890,Regular Season - 25,2023-10-02T23:00:00+00:00,FT,Botafogo,1,1,Goias
2023,1005903,Regular Season - 26,2023-10-07T19:00:00+00:00,FT,Goias,4,6,Bahia
2023,1005900,Regular Season - 26,2023-10-07T21:30:00+00:00,FT,Vasco DA Gama,0,0,Sao Paulo
2023,1005902,Regular Season - 26,2023-10-08T00:00:00+00:00,FT,Corinthians,1,1,Flamengo
2023,1005905,Regular Season - 26,2023-10-08T19:00:00+00:00,FT,Internacional,3,2,Gremio
2023,1005901,Regular Season - 26,2023-10-08T19:00:00+00:00,FT,Palmeiras,1,2,Santos
2023,1005899,Regular Season - 26,2023-10-08T19:00:00+00:00,FT,Fluminense,0,2,Botafogo
2023,1005906,Regular Season - 26,2023-10-08T21:30:00+00:00,FT,Atletico Paranaense,1,1,RB Bragantino
2023,1005907,Regular Season - 26,2023-10-08T21:30:00+00:00,FT,Fortaleza EC,3,2,America Mineiro
2023,1005904,Regular Season - 26,2023-10-08T21:30:00+00:00,FT,Atletico-MG,1,2,Coritiba
2023,1005908,Regular Season - 26,2023-10-15T00:00:00+00:00,FT,Cuiaba,0,0,Cruzeiro
2023,1005915,Regular Season - 27,2023-10-18T22:00:00+00:00,FT,Gremio,1,2,Atletico Paranaense
2023,1005918,Regular Season - 27,2023-10-18T23:00:00+00:00,FT,America Mineiro,1,2,Botafogo
2023,1005916,Regular Season - 27,2023-10-18T23:00:00+00:00,FT,Coritiba,0,3,Cuiaba
2023,1005917,Regular Season - 27,2023-10-19T00:30:00+00:00,FT,Bahia,1,0,Internacional
2023,1005910,Regular Season - 27,2023-10-19T00:30:00+00:00,FT,Vasco DA Gama,1,0,Fortaleza EC
2023,1005913,Regular Season - 27,2023-10-19T00:30:00+00:00,FT,Goias,2,0,Sao Paulo
2023,1005911,Regular Season - 27,2023-10-19T22:00:00+00:00,FT,Palmeiras,0,2,Atletico-MG
2023,1005914,Regular Season - 27,2023-10-19T22:00:00+00:00,FT,Cruzeiro,0,2,Flamengo
2023,1005912,Regular Season - 27,2023-10-19T23:00:00+00:00,FT,Santos,1,3,RB Bragantino
2023,1005909,Regular Season - 27,2023-10-20T00:30:00+00:00,FT,Fluminense,3,3,Corinthians
2023,1005927,Regular Season - 28,2023-10-21T21:30:00+00:00,FT,Bahia,2,0,Fortaleza EC
2023,1005921,Regular Season - 28,2023-10-21T21:30:00+00:00,FT,Sao Paulo,3,0,Gremio
2023,1005928,Regular Season - 28,2023-10-21T21:30:00+00:00,FT,Cuiaba,1,1,Goias
2023,1005920,Regular Season - 28,2023-10-22T00:00:00+00:00,FT,Botafogo,1,1,Atletico Paranaense
2023,1005925,Regular Season - 28,2023-10-22T19:00:00+00:00,FT,Internacional,7,1,Santos
2023,1005919,Regular Season - 28,2023-10-22T19:00:00+00:00,FT,Flamengo,1,0,Vasco DA Gama
2023,1005924,Regular Season - 28,2023-10-22T19:00:00+00:00,FT,Atletico-MG,0,1,Cruzeiro
2023,1005922,Regular Season - 28,2023-10-22T21:30:00+00:00,FT,Corinthians,1,1,America Mineiro
2023,1005926,Regular Season - 28,2023-10-22T21:30:00+00:00,FT,Coritiba,0,2,Palmeiras
2023,1005923,Regular Season - 28,2023-10-22T21:30:00+00:00,FT,RB Bragantino,1,0,Fluminense
2023,1005931,Regular Season - 29,2023-10-25T23:00:00+00:00,FT,Palmeiras,5,0,Sao Paulo
2023,1005934,Regular Season - 29,2023-10-25T23:00:00+00:00,FT,Cruzeiro,3,0,Bahia
2023,1005935,Regular Season - 29,2023-10-26T00:30:00+00:00,FT,Gremio,3,2,Flamengo
2023,1005938,Regular Season - 29,2023-10-26T00:30:00+00:00,FT,Cuiaba,0,1,Corinthians
2023,1005929,Regular Season - 29,2023-10-26T22:00:00+00:00,FT,Fluminense,5,3,Goias
2023,1005936,Regular Season - 29,2023-10-26T22:00:00+00:00,FT,Atletico Paranaense,3,2,America Mineiro
2023,1005933,Regular Season - 29,2023-10-26T22:00:00+00:00,FT,RB Bragantino,1,2,Atletico-MG
2023,1005932,Regular Season - 29,2023-10-27T00:30:00+00:00,FT,Santos,2,1,Coritiba
2023,1005930,Regular Season - 29,2023-10-27T22:00:00+00:00,FT,Vasco DA Gama,1,2,Internacional
2023,1005941,Regular Season - 30,2023-10-28T23:00:00+00:00,FT,Palmeiras,1,0,Bahia
2023,1005948,Regular Season - 30,2023-10-28T23:00:00+00:00,FT,America Mineiro,3,4,Gremio
2023,1005944,Regular Season - 30,2023-10-29T01:00:00+00:00,FT,Atletico-MG,2,0,Fluminense
2023,1005946,Regular Season - 30,2023-10-29T19:00:00+00:00,FT,Atletico Paranaense,1,1,Sao Paulo
2023,1005943,Regular Season - 30,2023-10-29T19:00:00+00:00,FT,Goias,1,1,Vasco DA Gama
2023,1005945,Regular Season - 30,2023-10-29T21:30:00+00:00,FT,Internacional,3,4,Coritiba
2023,1005942,Regular Season - 30,2023-10-29T21:30:00+00:00,FT,Corinthians,1,1,Santos
2023,1005940,Regular Season - 30,2023-10-29T23:00:00+00:00,FT,Botafogo,0,1,Cuiaba
2023,1005957,Regular Season - 31,2023-10-31T22:00:00+00:00,FT,Bahia,1,0,Fluminense
2023,1005955,Regular Season - 31,2023-11-01T22:00:00+00:00,FT,Internacional,1,1,America Mineiro
2023,1005952,Regular Season - 31,2023-11-01T22:00:00+00:00,FT,Corinthians,1,0,Atletico Paranaense
2023,1005949,Regular Season - 31,2023-11-01T23:00:00+00:00,FT,Flamengo,1,2,Santos
2023,1005956,Regular Season - 31,2023-11-01T23:00:00+00:00,FT,Coritiba,1,2,Gremio
2023,1005950,Regular Season - 31,2023-11-02T00:30:00+00:00,FT,Botafogo,3,4,Palmeiras
2023,1005954,Regular Season - 31,2023-11-02T00:30:00+00:00,FT,Atletico-MG,3,1,Fortaleza EC
2023,1005958,Regular Season - 31,2023-11-02T20:00:00+00:00,FT,Cuiaba,0,2,Vasco DA Gama
2023,1005953,Regular Season - 31,2023-11-02T21:00:00+00:00,FT,Goias,0,2,RB Bragantino
2023,1005951,Regular Season - 31,2023-11-02T23:00:00+00:00,FT,Sao Paulo,1,0,Cruzeiro
2023,1005968,Regular Season - 32,2023-11-04T22:30:00+00:00,FT,America Mineiro,1,1,Atletico-MG
2023,1005965,Regular Season - 32,2023-11-04T22:30:00+00:00,FT,Gremio,1,0,Bahia
2023,1005961,Regular Season - 32,2023-11-05T00:30:00+00:00,FT,Palmeiras,1,0,Atletico Paranaense
2023,1005964,Regular Season - 32,2023-11-05T19:00:00+00:00,FT,Cruzeiro,1,2,Internacional
2023,1005967,Regular Season - 32,2023-11-05T19:00:00+00:00,FT,Fortaleza EC,0,2,Flamengo
2023,1005963,Regular Season - 32,2023-11-05T19:00:00+00:00,FT,RB Bragantino,1,0,Corinthians
2023,1005966,Regular Season - 32,2023-11-05T21:30:00+00:00,FT,Coritiba,0,1,Goias
2023,1005960,Regular Season - 32,2023-11-06T22:00:00+00:00,FT,Vasco DA Gama,1,0,Botafogo
2023,1005962,Regular Season - 32,2023-11-07T00:00:00+00:00,FT,Santos,0,0,Cuiaba
2023,1005975,Regular Season - 33,2023-11-08T22:00:00+00:00,FT,Internacional,0,0,Fluminense
2023,1005978,Regular Season - 33,2023-11-08T22:00:00+00:00,FT,America Mineiro,0,3,Coritiba
2023,1005971,Regular Season - 33,2023-11-08T23:00:00+00:00,FT,Sao Paulo,1,0,RB Bragantino
2023,1005976,Regular Season - 33,2023-11-08T23:00:00+00:00,FT,Atletico Paranaense,1,1,Fortaleza EC
2023,1005969,Regular Season - 33,2023-11-09T00:30:00+00:00,FT,Flamengo,3,0,Palmeiras
2023,1005972,Regular Season - 33,2023-11-09T22:00:00+00:00,FT,Corinthians,1,1,Atletico-MG
2023,1005973,Regular Season - 33,2023-11-09T22:00:00+00:00,FT,Goias,0,1,Santos
2023,1005977,Regular Season - 33,2023-11-09T23:00:00+00:00,FT,Bahia,0,3,Cuiaba
2023,1005970,Regular Season - 33,2023-11-09T23:00:00+00:00,FT,Botafogo,3,4,Gremio
2023,1005986,Regular Season - 34,2023-11-11T19:00:00+00:00,FT,Coritiba,1,0,Cruzeiro
2023,1005979,Regular Season - 34,2023-11-11T21:30:00+00:00,FT,Flamengo,1,1,Fluminense
2023,1005981,Regular Season - 34,2023-11-12T00:00:00+00:00,FT,Palmeiras,3,0,Internacional
2023,1005985,Regular Season - 34,2023-11-12T19:00:00+00:00,FT,Gremio,0,1,Corinthians
2023,1005983,Regular Season - 34,2023-11-12T19:00:00+00:00,FT,RB Bragantino,2,2,Botafogo
2023,1005987,Regular Season - 34,2023-11-12T21:30:00+00:00,FT,Bahia,1,1,Atletico Paranaense
2023,1005982,Regular Season - 34,2023-11-12T21:30:00+00:00,FT,Santos,0,0,Sao Paulo
2023,1005980,Regular Season - 34,2023-11-12T21:30:00+00:00,FT,Vasco DA Gama,2,1,America Mineiro
2023,1005984,Regular Season - 34,2023-11-12T21:30:00+00:00,FT,Atletico-MG,2,1,Goias
2023,1005988,Regular Season - 34,2023-11-12T21:30:00+00:00,FT,Cuiaba,2,1,Fortaleza EC
2023,1005947,Regular Season - 30,2023-11-18T21:30:00+00:00,FT,Fortaleza EC,0,1,Cruzeiro
2023,1005974,Regular Season - 33,2023-11-22T22:00:00+00:00,FT,Cruzeiro,2,2,Vasco DA Gama
2023,1005959,Regular Season - 32,2023-11-23T00:30:00+00:00,FT,Fluminense,1,0,Sao Paulo
2023,1005937,Regular Season - 29,2023-11-23T22:00:00+00:00,FT,Fortaleza EC,2,2,Botafogo
2023,1005939,Regular Season - 30,2023-11-24T00:30:00+00:00,FT,Flamengo,1,0,RB Bragantino
2023,1005992,Regular Season - 35,2023-11-25T00:00:00+00:00,FT,Corinthians,1,5,Bahia
2023,1005996,Regular Season - 35,2023-11-25T22:30:00+00:00,FT,Atletico Paranaense,0,0,Vasco DA Gama
2023,1005989,Regular Season - 35,2023-11-26T00:00:00+00:00,FT,Fluminense,2,1,Coritiba
2023,1005990,Regular Season - 35,2023-11-26T19:00:00+00:00,FT,Botafogo,1,1,Santos
2023,1005994,Regular Season - 35,2023-11-26T19:00:00+00:00,FT,Atletico-MG,3,0,Gremio
2023,1005995,Regular Season - 35,2023-11-26T21:30:00+00:00,FT,Internacional,1,0,RB Bragantino
2023,1005998,Regular Season - 35,2023-11-26T21:30:00+00:00,FT,America Mineiro,0,3,Flamengo
2023,1005991,Regular Season - 35,2023-11-26T21:30:00+00:00,FT,Sao Paulo,0,0,Cuiaba
2023,1005997,Regular Season - 35,2023-11-26T21:30:00+00:00,FT,Fortaleza EC,2,2,Palmeiras
2023,1005993,Regular Season - 35,2023-11-28T00:00:00+00:00,FT,Goias,0,1,Cruzeiro
2023,1006000,Regular Season - 36,2023-11-29T00:30:00+00:00,FT,Vasco DA Gama,2,4,Corinthians
2023,1006002,Regular Season - 36,2023-11-29T22:00:00+00:00,FT,Santos,0,3,Fluminense
2023,1005999,Regular Season - 36,2023-11-29T22:30:00+00:00,FT,Flamengo,0,3,Atletico-MG
2023,1006007,Regular Season - 36,2023-11-29T23:00:00+00:00,FT,Bahia,0,1,Sao Paulo
2023,1006008,Regular Season - 36,2023-11-29T23:00:00+00:00,FT,Cuiaba,0,2,Internacional
